case_id	subcorpus	piece	measure	onset	artifact_kind	current_value	candidate_value	status	evidence	discovered_by	fork_commit	fork_pr	notes
DLC-0102	scarlatti_sonatas	K057	119	1/8	harmony_label_expansion	#viio65/iv expansion Gb-Eb-C-A (shipped JiMS name Mi:m3³/So)	uniform +7-fifths correction Bb-G-E-C# (corrected JiMS name ~My@Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0103	ABC	n09op59-3_01	67	1/2	harmony_label_expansion	viio7/V expansion Eb-C-A-F# (shipped JiMS name Fi:m3³)	uniform +7-fifths correction Bb-G-E-C# (members-level adjudication; corrected members yield no direct JiMS name)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) 4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0104	medtner_tales	op34n02	13	7/8	harmony_label_expansion	vii%65/iv expansion Db-Bb-F-G (shipped JiMS name Do:Ti7/Me)	uniform +7-fifths correction D-B-F#-G# (corrected JiMS name Di:Ti7/Mi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -8, -5, -4, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0105	ABC	n03op18-3_03	41	1/2	harmony_label_expansion	viio65/ii expansion Cb-Ab-F-D (shipped JiMS name So:m3³/Te)	uniform +7-fifths correction C-A-F#-D# (corrected JiMS name Di:m3³/Mi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0106	ABC	n14op131_01	60	3/4	harmony_label_expansion	viio43/ii expansion Gb-Eb-C-A (shipped JiMS name So:m3³/Ra)	uniform +7-fifths correction G-E-C#-A# (corrected JiMS name Di:m3³/So)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0107	ABC	n05op18-5_01	180	5/8	harmony_label_expansion	viio6/ii expansion Eb-C-A (shipped JiMS name Do:Ti5/Me)	uniform +7-fifths correction E-C#-A# (corrected JiMS name Di:Ti5/Mi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0108	ABC	n09op59-3_01	92	3/4	harmony_label_expansion	viio6/ii expansion Db-Bb-G (shipped JiMS name Do:Ti5/Me)	uniform +7-fifths correction D-B-G# (corrected JiMS name Di:Ti5/Mi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0109	medtner_tales	op34n03	86	3/8	harmony_label_expansion	viio6/iv expansion Cb-Ab-F (shipped JiMS name Do:Ti5/Me)	uniform +7-fifths correction C-A-F# (corrected JiMS name Di:Ti5/Mi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0110	ABC	n07op59-1_02	36	0	harmony_label_expansion	viio43/iii expansion Bbb-Gb-Eb-C (shipped JiMS name Re:m3³/Le)	uniform +7-fifths correction Bb-G-E-C# (corrected JiMS name Ri:m3³/La)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3, 0 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0111	ABC	n10op74_01	58	3/4	harmony_label_expansion	viio43/ii expansion Abb-Fb-Db-Bb (shipped JiMS name So:m3³/Ra)	uniform +7-fifths correction Ab-F-D-B (corrected JiMS name Di:m3³/So)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0112	ABC	n12op127_04	93	0	harmony_label_expansion	viio7/vi expansion Abb-Fb-Db-Bb (shipped JiMS name So:m3³)	uniform +7-fifths correction Ab-F-D-B (corrected JiMS name Si:m3³)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -7, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0113	ABC	n14op131_01	33	1/4	harmony_label_expansion	viio2/iii expansion Eb-C-A-F# (shipped JiMS name Re:m3³/De)	uniform +7-fifths correction E-C#-A#-F## (corrected JiMS name Ri:m3³/Do)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -6, 0 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0114	corelli	op03n02c	14	1	harmony_label_expansion	viio7/vi expansion Gb-Eb-C-A (shipped JiMS name So:m3³)	uniform +7-fifths correction G-E-C#-A# (corrected JiMS name Si:m3³)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -10, -7 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0115	chopin_mazurkas	BI145-3op50-3	171	1/4	harmony_label_expansion	viio65/VII expansion G-E-C#-A# (shipped JiMS name Fi:m3³/La)	uniform +7-fifths correction G#-E#-C##-A## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5, 4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0116	ABC	n15op132_03	158	1/16	harmony_label_expansion	viio/IV expansion C-A-F# (shipped JiMS name Mi:Ti5)	uniform +7-fifths correction C#-A#-F## (corrected JiMS name My:Ti5)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0117	bartok_bagatelles	op06n14	111	1/8	harmony_label_expansion	viio(#10)/VI expansion E-C#-A# (shipped JiMS name Si:Ti5)	uniform +7-fifths correction E#-C##-A## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) 0 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0118	beethoven_piano_sonatas	07-1	109	1/2	harmony_label_expansion	#viio/vi{ expansion G-E-C# (shipped JiMS name Mi:Ti5)	uniform +7-fifths correction G#-E#-C## (corrected JiMS name My:Ti5)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0119	kozeluh_sonatas	23op20no2a	107	5/8	harmony_label_expansion	viio64/IV expansion Bb-G-E (shipped JiMS name Mi:Ti5/Te)	uniform +7-fifths correction B-G#-E# (corrected JiMS name My:Ti5/Ti)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0120	kozeluh_sonatas	23op20no2a	19	5/8	harmony_label_expansion	viio64/IV expansion F-D-B (shipped JiMS name Mi:Ti5/Te)	uniform +7-fifths correction F#-D#-B# (corrected JiMS name My:Ti5/Ti)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0121	kozeluh_sonatas	23op20no2a	21	5/8	harmony_label_expansion	viio64/IV expansion F-D-B (shipped JiMS name Mi:Ti5/Te)	uniform +7-fifths correction F#-D#-B# (corrected JiMS name My:Ti5/Ti)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0122	scarlatti_sonatas	K052	15	7/8	harmony_label_expansion	#viio6/iv/v expansion Bb-G-E (shipped JiMS name Ti5/Re)	uniform +7-fifths correction B-G#-E# (corrected JiMS name Ty:Ti5/Ri)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0123	ABC	n06op18-6_04	31	1/4	harmony_label_expansion	#viio43/iii expansion Bbb-Gb-Eb-C (shipped JiMS name Ti:m3³/Fa)	uniform +7-fifths correction Bb-G-E-C# (corrected JiMS name Ty:m3³/Fi)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0124	ABC	n11op95_01	33	5/12	harmony_label_expansion	viio7/iii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name Re:m3³)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Ri:m3³)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -6 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0125	ABC	n11op95_04	104	0	harmony_label_expansion	i[#viio7/iv expansion Gb-Eb-C-A (shipped JiMS name Di:m3³)	uniform +7-fifths correction G-E-C#-A# (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0126	beethoven_piano_sonatas	02-2	70	5/8	harmony_label_expansion	viio7(+2)/V expansion F-D-B-G# (shipped JiMS name Fi:m3³)	uniform +7-fifths correction F#-D#-B#-G## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0127	beethoven_piano_sonatas	18-3	36	1/2	harmony_label_expansion	#viio7/vi expansion Ab-F-D-B (shipped JiMS name Si:m3³)	uniform +7-fifths correction A-F#-D#-B# (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0128	cpe_bach_keyboard	wq119n07	35	1/4	harmony_label_expansion	viio7/v expansion Abb-Fb-Db-Bb (shipped JiMS name Re:m3³)	uniform +7-fifths correction Ab-F-D-B (corrected JiMS name Ri:m3³)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0129	grieg_lyric_pieces	op43n06	55	1	harmony_label_expansion	viio2/vi expansion Bb-G-E-C# (shipped JiMS name So:m3³/Fe)	uniform +7-fifths correction B-G#-E#-C## (corrected JiMS name Si:m3³/Fa)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0130	grieg_lyric_pieces	op68n05	22	0	harmony_label_expansion	viio7/V expansion G-E-C#-A# (shipped JiMS name Fi:m3³)	uniform +7-fifths correction G#-E#-C##-A## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0131	medtner_tales	op26n04	33	7/16	harmony_label_expansion	viio65/IV expansion Bb-G-E-C# (shipped JiMS name Mi:m3³/So)	uniform +7-fifths correction B-G#-E#-C## (corrected JiMS name My:m3³/Si)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -7 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0132	medtner_tales	op34n01	127	1/2	harmony_label_expansion	#viio7(+#4)/iv expansion C-A-F#-D# (shipped JiMS name Di:m3³)	uniform +7-fifths correction C#-A#-F##-D## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0133	medtner_tales	op48n01	308	0	harmony_label_expansion	viio2/iv expansion Dbb-Bbb-Gb-Eb (shipped JiMS name So:m3³/Fe)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Di:m3³/Te)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict member_outside_span), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0134	scarlatti_sonatas	K055	86	1/4	harmony_label_expansion	#viio7/i expansion Eb-C-A-F# (shipped JiMS name Ti:m3³)	uniform +7-fifths correction E-C#-A#-F## (corrected JiMS name Ty:m3³)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0135	mahler_kindertotenlieder	kindertotenlieder_03_wenn_dein_mutterlein	58	0	harmony_label_expansion	viio2(9)/V expansion Eb-C-A-F# (shipped JiMS name Ri:m3³/Do)	uniform +7-fifths correction E-C#-A#-F## (members-level adjudication; corrected members yield no direct JiMS name)	flagged_needs_adjudication	Expansion member(s) at native fifths position(s) 4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches every sounding member with no new score contradiction (verdict expansion_contradicts_score), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Supported tier (uniform_plus7_supported): corrected members consistent with all sounding notes but some are score-silent in the span; owner adjudication pending; evidence in JiMS Temp/appdim-audit/detail.json. No upstream submission has been made.
DLC-0136	ABC	n11op95_01	49	0	harmony_label_expansion	#viio/ii expansion Ab-F-D (shipped JiMS name Di:Ti5)	selective +7-fifths correction D-A-F# (corrected JiMS name Di:Ti+Ri,Fi)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -1, 2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the selective +7 correction (only the flagged member(s) raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the selective +7 score_surface adjudication inside JiMS on 2026-08-06 (tier selective_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0137	ABC	n11op95_02	7	3/8	harmony_label_expansion	#viio6/iv expansion C-A-F# (shipped JiMS name Mi:Ti5/So)	selective +7-fifths correction C-A-F## (corrected JiMS name My:Ti+Ra,Fe/So)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) 2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the selective +7 correction (only the flagged member(s) raised) matches the staff (verdict enharmonic_divergence), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the selective +7 score_surface adjudication inside JiMS on 2026-08-06 (tier selective_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
